id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,city,state,notes
SMU06310809091299101,2021-12-30,2021-12-30,"All Employees: Government: Federal Government Excluding Department of Defense in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:37-06,1,1,Los Angeles,CA,
SMU06310809091299101A,2021-12-30,2021-12-30,"All Employees: Government: Federal Government Excluding Department of Defense in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:12-05,0,1,Los Angeles,CA,
SMU06310809091299101SA,2021-12-30,2021-12-30,"All Employees: Government: Federal Government Excluding Department of Defense in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:57-06,1,1,Los Angeles,CA,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310809091299101).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU06310809091911001,2021-12-30,2021-12-30,"All Employees: Government: Department of Defense in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:37-06,1,1,Los Angeles,CA,
SMU06310809091911001A,2021-12-30,2021-12-30,"All Employees: Government: Department of Defense in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:12-05,1,1,Los Angeles,CA,
SMU06310809091911001SA,2021-12-30,2021-12-30,"All Employees: Government: Department of Defense in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:57-06,1,1,Los Angeles,CA,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310809091911001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU06310809092000001,2021-12-30,2021-12-30,"All Employees: Government: State Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:37-06,1,1,Los Angeles,CA,
SMU06310809092000001A,2021-12-30,2021-12-30,"All Employees: Government: State Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:11-05,1,1,Los Angeles,CA,
SMU06310809092000001SA,2021-12-30,2021-12-30,"All Employees: Government: State Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:56-06,1,1,Los Angeles,CA,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310809092000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU06310809092161101,2021-12-30,2021-12-30,"All Employees: Government: State Government Educational Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:37-06,1,1,Los Angeles,CA,
SMU06310809092161101A,2021-12-30,2021-12-30,"All Employees: Government: State Government Educational Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:11-05,1,1,Los Angeles,CA,
SMU06310809092161101SA,2021-12-30,2021-12-30,"All Employees: Government: State Government Educational Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:56-06,1,1,Los Angeles,CA,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310809092161101).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU06310809092200001,2021-12-30,2021-12-30,"All Employees: Government: State Government Excluding Education in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:37-06,1,1,Los Angeles,CA,
SMU06310809092200001A,2021-12-30,2021-12-30,"All Employees: Government: State Government Excluding Education in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:11-05,1,1,Los Angeles,CA,
SMU06310809092200001SA,2021-12-30,2021-12-30,"All Employees: Government: State Government Excluding Education in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:35:59-06,0,1,Los Angeles,CA,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310809092200001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU06310809093000001,2021-12-30,2021-12-30,"All Employees: Government: Local Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:37-06,1,1,Los Angeles,CA,
SMU06310809093000001A,2021-12-30,2021-12-30,"All Employees: Government: Local Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:11-05,1,1,Los Angeles,CA,
SMU06310809093000001SA,2021-12-30,2021-12-30,"All Employees: Government: Local Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:56-06,1,1,Los Angeles,CA,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310809093000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU06310809093161101,2021-12-30,2021-12-30,"All Employees: Government: Local Government Educational Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",2003-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:37-06,1,1,Los Angeles,CA,
SMU06310809093161101A,2021-12-30,2021-12-30,"All Employees: Government: Local Government Educational Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",2003-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:53:13-05,0,1,Los Angeles,CA,
SMU06310809093161101SA,2021-12-30,2021-12-30,"All Employees: Government: Local Government Educational Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",2003-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:56-06,1,1,Los Angeles,CA,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310809093161101).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU06310809093200001,2021-12-30,2021-12-30,"All Employees: Government: Local Government Excluding Educational Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",2003-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:36-06,1,1,Los Angeles,CA,
SMU06310809093200001A,2021-12-30,2021-12-30,"All Employees: Government: Local Government Excluding Educational Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",2003-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:11-05,1,1,Los Angeles,CA,
SMU06310809093200001SA,2021-12-30,2021-12-30,"All Employees: Government: Local Government Excluding Educational Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",2003-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:55-06,1,1,Los Angeles,CA,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310809093200001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator."
SMU06310809093901201,2021-12-30,2021-12-30,"All Employees: Government: County Government in Los Angeles-Long Beach-Anaheim, CA (MSA) (DISCONTINUED)",1990-01-01,2015-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2016-01-27 11:15:36-06,1,1,Los Angeles,CA,
SMU06310809093901201A,2021-12-30,2021-12-30,"All Employees: Government: County Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2014-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-06-09 14:02:48-05,1,1,Los Angeles,CA,
SMU06310809093901201SA,2021-12-30,2021-12-30,"All Employees: Government: County Government in Los Angeles-Long Beach-Anaheim, CA (MSA) (DISCONTINUED)",1990-01-01,2015-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2016-01-27 11:26:13-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311000000000001A,2021-12-30,2021-12-30,"All Employees: Total Nonfarm in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-24 20:31:05-05,1,1,Los Angeles,CA,
SMU06311000500000001,2021-12-30,2021-12-30,"All Employees: Total Private in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:21-06,1,1,Los Angeles,CA,
SMU06311000500000001A,2021-12-30,2021-12-30,"All Employees: Total Private in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-24 20:41:04-05,1,1,Los Angeles,CA,
SMU06311000500000001SA,2021-12-30,2021-12-30,"All Employees: Total Private in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:21-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311000500000002,2021-12-30,2021-12-30,"Average Weekly Hours of All Employees: Total Private in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",2007-01-01,2014-12-01,Monthly,M,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,
SMU06311000500000002A,2021-12-30,2021-12-30,"Average Weekly Hours of All Employees: Total Private in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",2007-01-01,2013-01-01,Annual,A,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2014-03-25 05:48:24-05,1,1,Los Angeles,CA,
SMU06311000500000002SA,2021-12-30,2021-12-30,"Average Weekly Hours of All Employees: Total Private in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",2007-01-01,2014-12-01,Monthly,M,Hours per Week,Hours per Week,Seasonally Adjusted,SA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311000500000003,2021-12-30,2021-12-30,"Average Hourly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",2007-01-01,2014-12-01,Monthly,M,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,
SMU06311000500000003A,2021-12-30,2021-12-30,"Average Hourly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",2007-01-01,2013-01-01,Annual,A,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2014-03-25 05:48:24-05,1,1,Los Angeles,CA,
SMU06311000500000003SA,2021-12-30,2021-12-30,"Average Hourly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",2007-01-01,2014-12-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311000500000011,2021-12-30,2021-12-30,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",2007-01-01,2014-12-01,Monthly,M,Dollars per Week,$ per Week,Not Seasonally Adjusted,NSA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,
SMU06311000500000011A,2021-12-30,2021-12-30,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",2007-01-01,2013-01-01,Annual,A,Dollars per Week,$ per Week,Not Seasonally Adjusted,NSA,2014-03-25 05:48:24-05,1,1,Los Angeles,CA,
SMU06311000500000011SA,2021-12-30,2021-12-30,"Average Weekly Earnings of All Employees: Total Private in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",2007-01-01,2014-12-01,Monthly,M,Dollars per Week,$ per Week,Seasonally Adjusted,SA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311000600000001,2021-12-30,2021-12-30,"All Employees: Goods Producing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,
SMU06311000600000001A,2021-12-30,2021-12-30,"All Employees: Goods Producing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:24-05,1,1,Los Angeles,CA,
SMU06311000600000001SA,2021-12-30,2021-12-30,"All Employees: Goods Producing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311000700000001,2021-12-30,2021-12-30,"All Employees: Service-Providing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,
SMU06311000700000001A,2021-12-30,2021-12-30,"All Employees: Service-Providing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:06-05,1,1,Los Angeles,CA,
SMU06311000700000001SA,2021-12-30,2021-12-30,"All Employees: Service-Providing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311000800000001,2021-12-30,2021-12-30,"All Employees: Private Service Providing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,
SMU06311000800000001A,2021-12-30,2021-12-30,"All Employees: Private Service Providing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:06-05,1,1,Los Angeles,CA,
SMU06311000800000001SA,2021-12-30,2021-12-30,"All Employees: Private Service Providing in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311001000000001,2021-12-30,2021-12-30,"All Employees: Mining and Logging in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,
SMU06311001000000001A,2021-12-30,2021-12-30,"All Employees: Mining and Logging in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:05-05,1,1,Los Angeles,CA,
SMU06311001000000001SA,2021-12-30,2021-12-30,"All Employees: Mining and Logging in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
SMU06311002000000001A,2021-12-30,2021-12-30,"All Employees: Construction in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:05-05,1,1,Los Angeles,CA,
SMU06311002023600001,2021-12-30,2021-12-30,"All Employees: Construction: Construction of Buildings in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,
SMU06311002023600001A,2021-12-30,2021-12-30,"All Employees: Construction: Construction of Buildings in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2013-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2014-03-25 05:48:05-05,1,1,Los Angeles,CA,
SMU06311002023600001SA,2021-12-30,2021-12-30,"All Employees: Construction: Construction of Buildings in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",1990-01-01,2014-12-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2015-01-28 13:58:20-06,1,1,Los Angeles,CA,The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'x12' package from R with default parameter settings. The package uses the U.S. Bureau of the Census X-12-ARIMA Seasonal Adjustment Program. More information on the 'x12' package can be found at http://cran.r-project.org/web/packages/x12/x12.pdf. More information on X-12-ARIMA can be found at https://www.census.gov/srd/www/x13as/.
