id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,city,msa_state
SMU06310806562300001,2022-01-02,2022-01-02,"All Employees: Education and Health Services: Nursing and Residential Care Facilities in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:39-06,1,1,,Los Angeles,CA
SMU06310806562300001A,2022-01-02,2022-01-02,"All Employees: Education and Health Services: Nursing and Residential Care Facilities in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:35-05,1,1,,Los Angeles,CA
SMU06310806562300001SA,2022-01-02,2022-01-02,"All Employees: Education and Health Services: Nursing and Residential Care Facilities in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:10:03-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310806562300001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310806562400001,2022-01-02,2022-01-02,"All Employees: Education and Health Services: Social Assistance in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:39-06,1,1,,Los Angeles,CA
SMU06310806562400001A,2022-01-02,2022-01-02,"All Employees: Education and Health Services: Social Assistance in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:35-05,1,1,,Los Angeles,CA
SMU06310806562400001SA,2022-01-02,2022-01-02,"All Employees: Education and Health Services: Social Assistance in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:10:03-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310806562400001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310807000000001,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 14:49:04-06,1,3,,Los Angeles,CA
SMU06310807000000001A,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:35-05,1,3,,Los Angeles,CA
SMU06310807000000001SA,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 15:15:04-06,2,3,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310807000000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310807071000001,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Arts, Entertainment, and Recreation in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:39-06,1,1,,Los Angeles,CA
SMU06310807071000001A,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Arts, Entertainment, and Recreation in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:35-05,1,1,,Los Angeles,CA
SMU06310807071000001SA,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Arts, Entertainment, and Recreation in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:10:02-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310807071000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310807071300001,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Amusement, Gambling, and Recreation Industries in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:39-06,1,1,,Los Angeles,CA
SMU06310807071300001A,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Amusement, Gambling, and Recreation Industries in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:35-05,1,1,,Los Angeles,CA
SMU06310807071300001SA,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Amusement, Gambling, and Recreation Industries in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 15:15:10-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310807071300001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310807072000001,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Accommodation and Food Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:38-06,1,1,,Los Angeles,CA
SMU06310807072000001A,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Accommodation and Food Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:34-05,1,1,,Los Angeles,CA
SMU06310807072000001SA,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Accommodation and Food Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:10:02-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310807072000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310807072100001,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Accommodation in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:38-06,1,1,,Los Angeles,CA
SMU06310807072100001A,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Accommodation in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:34-05,1,1,,Los Angeles,CA
SMU06310807072100001SA,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Accommodation in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:10:02-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310807072100001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310807072200001,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Food Services and Drinking Places in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:38-06,1,1,,Los Angeles,CA
SMU06310807072200001A,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Food Services and Drinking Places in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:34-05,1,1,,Los Angeles,CA
SMU06310807072200001SA,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Food Services and Drinking Places in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 15:15:10-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310807072200001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310807072250001,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Restaurants and Other Eating Places in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:38-06,1,1,,Los Angeles,CA
SMU06310807072250001A,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Restaurants and Other Eating Places in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:34-05,1,1,,Los Angeles,CA
SMU06310807072250001SA,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Restaurants and Other Eating Places in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:59-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310807072250001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310807072251101,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Full-Service Restaurants in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:38-06,1,1,,Los Angeles,CA
SMU06310807072251101A,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Full-Service Restaurants in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:34-05,1,1,,Los Angeles,CA
SMU06310807072251101SA,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Full-Service Restaurants in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:59-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310807072251101).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310807072259001,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Limited-Service Restaurants and Other Eating Places in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:38-06,1,1,,Los Angeles,CA
SMU06310807072259001A,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Limited-Service Restaurants and Other Eating Places in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:34-05,1,1,,Los Angeles,CA
SMU06310807072259001SA,2022-01-02,2022-01-02,"All Employees: Leisure and Hospitality: Limited-Service Restaurants and Other Eating Places in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:59-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310807072259001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310808000000001,2022-01-02,2022-01-02,"All Employees: Other Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:38-06,1,1,,Los Angeles,CA
SMU06310808000000001A,2022-01-02,2022-01-02,"All Employees: Other Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:34-05,1,1,,Los Angeles,CA
SMU06310808000000001SA,2022-01-02,2022-01-02,"All Employees: Other Services in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:58-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310808000000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310809000000001,2022-01-02,2022-01-02,"All Employees: Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:38-06,1,1,,Los Angeles,CA
SMU06310809000000001A,2022-01-02,2022-01-02,"All Employees: Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:34-05,1,1,,Los Angeles,CA
SMU06310809000000001SA,2022-01-02,2022-01-02,"All Employees: Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:58-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310809000000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310809091000001,2022-01-02,2022-01-02,"All Employees: Government: Federal Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:38-06,1,1,,Los Angeles,CA
SMU06310809091000001A,2022-01-02,2022-01-02,"All Employees: Government: Federal Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:34-05,1,1,,Los Angeles,CA
SMU06310809091000001SA,2022-01-02,2022-01-02,"All Employees: Government: Federal Government in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:58-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310809091000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310809091299101,2022-01-02,2022-01-02,"All Employees: Government: Federal Government Excluding Department of Defense in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:37-06,1,1,,Los Angeles,CA
SMU06310809091299101A,2022-01-02,2022-01-02,"All Employees: Government: Federal Government Excluding Department of Defense in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:12-05,0,1,,Los Angeles,CA
SMU06310809091299101SA,2022-01-02,2022-01-02,"All Employees: Government: Federal Government Excluding Department of Defense in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-12-17 17:09:57-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU06310809091299101).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.",Los Angeles,CA
SMU06310809091911001,2022-01-02,2022-01-02,"All Employees: Government: Department of Defense in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2021-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-12-17 15:43:37-06,1,1,,Los Angeles,CA
SMU06310809091911001A,2022-01-02,2022-01-02,"All Employees: Government: Department of Defense in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:44:12-05,1,1,,Los Angeles,CA
