date,Number of Private Establishments for All Industries,msa_state,city,county,state,title,id,frequency,seasonal_adjustment
2014-07-01,12517,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2014-10-01,12705,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2015-01-01,12881,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2015-04-01,13092,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2015-07-01,13313,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2015-10-01,13425,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2016-01-01,13699,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2016-04-01,13836,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2016-07-01,14046,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2016-10-01,14261,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2017-01-01,14498,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2017-04-01,14634,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2017-07-01,14806,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2017-10-01,15080,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2018-01-01,15155,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2018-04-01,15203,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2018-07-01,15429,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2018-10-01,15629,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2019-01-01,15898,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2019-04-01,16081,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2019-07-01,16271,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2019-10-01,16482,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2020-01-01,16706,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2020-04-01,16747,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2020-07-01,17016,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2020-10-01,17392,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2021-01-01,17803,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
2021-04-01,18015,TX,Dallas,Denton County,TX,"Number of Private Establishments for All Industries in Denton County, TX",ENU4812120510,Quarterly,Not Seasonally Adjusted
1990-01-01,1205,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1990-04-01,1229,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1990-07-01,1241,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1990-10-01,1256,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1991-01-01,1288,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1991-04-01,1284,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1991-07-01,1284,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1991-10-01,1307,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1992-01-01,1331,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1992-04-01,1327,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1992-07-01,1318,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1992-10-01,1335,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1993-01-01,1321,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1993-04-01,1324,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1993-07-01,1338,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1993-10-01,1348,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1994-01-01,1343,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1994-04-01,1374,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1994-07-01,1362,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1994-10-01,1380,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1995-01-01,1370,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1995-04-01,1367,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1995-07-01,1360,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1995-10-01,1367,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1996-01-01,1368,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1996-04-01,1395,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1996-07-01,1431,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1996-10-01,1455,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1997-01-01,1483,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1997-04-01,1508,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1997-07-01,1581,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1997-10-01,1576,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1998-01-01,1575,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1998-04-01,1644,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1998-07-01,1722,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1998-10-01,1736,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1999-01-01,1763,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1999-04-01,1793,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1999-07-01,1834,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1999-10-01,1842,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2000-01-01,1865,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2000-04-01,1890,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2000-07-01,1919,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2000-10-01,1845,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2001-01-01,1891,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2001-04-01,1921,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2001-07-01,2002,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2001-10-01,1996,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2002-01-01,2029,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2002-04-01,2077,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2002-07-01,2100,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2002-10-01,2107,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2003-01-01,2154,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2003-04-01,2202,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2003-07-01,1848,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2003-10-01,1865,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2004-01-01,1899,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2004-04-01,1948,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2004-07-01,1984,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2004-10-01,2024,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2005-01-01,2089,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2005-04-01,2115,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2005-07-01,2144,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2005-10-01,2176,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2006-01-01,2246,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2006-04-01,2287,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2006-07-01,2431,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2006-10-01,2524,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2007-01-01,2076,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2007-04-01,2051,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2007-07-01,2109,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2007-10-01,2154,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2008-01-01,2170,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2008-04-01,2196,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2008-07-01,2213,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2008-10-01,2216,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2009-01-01,2042,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2009-04-01,2048,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2009-07-01,2060,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2009-10-01,1985,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2010-01-01,2000,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2010-04-01,1988,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2010-07-01,1978,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2010-10-01,1989,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2011-01-01,1944,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2011-04-01,1974,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2011-07-01,1935,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2011-10-01,1911,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2012-01-01,1915,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2012-04-01,1953,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2012-07-01,1981,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2012-10-01,2004,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2013-01-01,1978,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2013-04-01,1997,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2013-07-01,2026,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2013-10-01,2042,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2014-01-01,2022,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2014-04-01,2063,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2014-07-01,2105,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2014-10-01,2151,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2015-01-01,2079,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2015-04-01,2127,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2015-07-01,2180,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2015-10-01,2207,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2016-01-01,2159,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2016-04-01,2178,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2016-07-01,2237,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2016-10-01,2277,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2017-01-01,2176,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2017-04-01,2220,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2017-07-01,2276,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2017-10-01,2297,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2018-01-01,2256,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2018-04-01,2262,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2018-07-01,2274,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2018-10-01,2317,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2019-01-01,2416,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2019-04-01,2437,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2019-07-01,2522,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2019-10-01,2532,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2020-01-01,2554,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2020-04-01,2605,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2020-07-01,2683,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2020-10-01,2741,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2021-01-01,2755,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
2021-04-01,2764,SC,Charleston,Dorchester County,SC,"Number of Private Establishments for All Industries in Dorchester County, SC",ENU4503520510,Quarterly,Not Seasonally Adjusted
1990-01-01,6088,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1990-04-01,6084,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1990-07-01,6113,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1990-10-01,6075,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1991-01-01,6133,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1991-04-01,6137,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1991-07-01,6129,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1991-10-01,6112,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1992-01-01,6138,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1992-04-01,6131,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1992-07-01,6202,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1992-10-01,6171,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1993-01-01,6224,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1993-04-01,6280,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1993-07-01,6272,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1993-10-01,6324,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1994-01-01,6307,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1994-04-01,6342,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1994-07-01,6406,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
1994-10-01,6402,NY,New York,Dutchess County,NY,"Number of Private Establishments for All Industries in Dutchess County, NY",ENU3602720510,Quarterly,Not Seasonally Adjusted
